what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1341961336111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961350949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961398252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961412128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961470776
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341961479779
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1341961479979
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1341961479981
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1341961480307
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1341961480373
opened,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341961480411
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1341961480493
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341961480537
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1341961483793
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1341961483825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961515950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961616510
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341961619624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961620947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961635922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1341961635973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961642117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961673388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961686254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961689933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341961692263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978431915
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1341978435616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978439607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978442079
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341978442092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1341978442171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978445279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978452024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1341978452106
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341978453707
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341978458600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978462561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978470171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1341978470264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341978505919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341981628195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341981630105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341982768220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1341982774812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1341982776443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341982780385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341982781627
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1341982781710
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1341982793954
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341982832113
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1341982872971
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341982874831
activated,perspective,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.Perspective",1341982918747
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.DeviceView",1341982920941
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341982999657
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.DeviceView",1341983007058
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1341983016633
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341983016636
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341983041976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341983113317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341983120253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1341983120347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1341983122593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1341983125208
